Training: 2023-08-17 21:02:38,665-rank_id: 0
Training: 2023-08-17 21:07:36,537-Speed 139.28 samples/sec   Loss 1.4430   LearningRate 0.000019   Epoch: 0   Global Step: 1220   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:07:38,829-Speed 139.65 samples/sec   Loss 1.4689   LearningRate 0.000019   Epoch: 0   Global Step: 1230   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:07:41,122-Speed 139.59 samples/sec   Loss 1.4301   LearningRate 0.000019   Epoch: 0   Global Step: 1240   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:07:43,405-Speed 140.19 samples/sec   Loss 1.4891   LearningRate 0.000020   Epoch: 0   Global Step: 1250   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:07:45,692-Speed 139.96 samples/sec   Loss 1.4699   LearningRate 0.000020   Epoch: 0   Global Step: 1260   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:07:47,988-Speed 139.42 samples/sec   Loss 1.5094   LearningRate 0.000020   Epoch: 0   Global Step: 1270   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:07:50,275-Speed 139.99 samples/sec   Loss 1.4854   LearningRate 0.000020   Epoch: 0   Global Step: 1280   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:07:52,570-Speed 139.48 samples/sec   Loss 1.4737   LearningRate 0.000020   Epoch: 0   Global Step: 1290   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:07:54,858-Speed 139.89 samples/sec   Loss 1.4461   LearningRate 0.000020   Epoch: 0   Global Step: 1300   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:07:57,157-Speed 139.23 samples/sec   Loss 1.4612   LearningRate 0.000020   Epoch: 0   Global Step: 1310   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:07:59,454-Speed 139.39 samples/sec   Loss 1.4264   LearningRate 0.000021   Epoch: 0   Global Step: 1320   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:01,756-Speed 139.04 samples/sec   Loss 1.4161   LearningRate 0.000021   Epoch: 0   Global Step: 1330   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:04,065-Speed 138.60 samples/sec   Loss 1.4342   LearningRate 0.000021   Epoch: 0   Global Step: 1340   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:06,362-Speed 139.36 samples/sec   Loss 1.4435   LearningRate 0.000021   Epoch: 0   Global Step: 1350   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:08,659-Speed 139.36 samples/sec   Loss 1.4627   LearningRate 0.000021   Epoch: 0   Global Step: 1360   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:10,960-Speed 139.10 samples/sec   Loss 1.4560   LearningRate 0.000021   Epoch: 0   Global Step: 1370   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:13,254-Speed 139.53 samples/sec   Loss 1.4692   LearningRate 0.000022   Epoch: 0   Global Step: 1380   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:15,534-Speed 140.44 samples/sec   Loss 1.5174   LearningRate 0.000022   Epoch: 0   Global Step: 1390   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:17,835-Speed 139.11 samples/sec   Loss 1.4786   LearningRate 0.000022   Epoch: 0   Global Step: 1400   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:08:20,125-Speed 139.78 samples/sec   Loss 1.4675   LearningRate 0.000022   Epoch: 0   Global Step: 1410   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:08:22,426-Speed 139.08 samples/sec   Loss 1.4665   LearningRate 0.000022   Epoch: 0   Global Step: 1420   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:08:24,717-Speed 139.70 samples/sec   Loss 1.4536   LearningRate 0.000022   Epoch: 0   Global Step: 1430   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:08:27,009-Speed 139.70 samples/sec   Loss 1.4351   LearningRate 0.000023   Epoch: 0   Global Step: 1440   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:29,307-Speed 139.29 samples/sec   Loss 1.4410   LearningRate 0.000023   Epoch: 0   Global Step: 1450   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:31,609-Speed 139.02 samples/sec   Loss 1.4302   LearningRate 0.000023   Epoch: 0   Global Step: 1460   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:33,893-Speed 140.19 samples/sec   Loss 1.4169   LearningRate 0.000023   Epoch: 0   Global Step: 1470   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:36,193-Speed 139.13 samples/sec   Loss 1.4231   LearningRate 0.000023   Epoch: 0   Global Step: 1480   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:38,485-Speed 139.65 samples/sec   Loss 1.4554   LearningRate 0.000023   Epoch: 0   Global Step: 1490   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:40,771-Speed 140.05 samples/sec   Loss 1.4458   LearningRate 0.000023   Epoch: 0   Global Step: 1500   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:43,065-Speed 139.53 samples/sec   Loss 1.3934   LearningRate 0.000024   Epoch: 0   Global Step: 1510   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:45,357-Speed 139.64 samples/sec   Loss 1.4102   LearningRate 0.000024   Epoch: 0   Global Step: 1520   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:47,642-Speed 140.08 samples/sec   Loss 1.4580   LearningRate 0.000024   Epoch: 0   Global Step: 1530   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:49,927-Speed 140.11 samples/sec   Loss 1.4465   LearningRate 0.000024   Epoch: 0   Global Step: 1540   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:08:52,216-Speed 139.78 samples/sec   Loss 1.4462   LearningRate 0.000024   Epoch: 0   Global Step: 1550   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:08:54,504-Speed 139.95 samples/sec   Loss 1.4181   LearningRate 0.000024   Epoch: 0   Global Step: 1560   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:08:56,792-Speed 139.88 samples/sec   Loss 1.4533   LearningRate 0.000025   Epoch: 0   Global Step: 1570   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:08:59,089-Speed 139.34 samples/sec   Loss 1.4763   LearningRate 0.000025   Epoch: 0   Global Step: 1580   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:01,380-Speed 139.74 samples/sec   Loss 1.4385   LearningRate 0.000025   Epoch: 0   Global Step: 1590   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:03,671-Speed 139.73 samples/sec   Loss 1.4228   LearningRate 0.000025   Epoch: 0   Global Step: 1600   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:05,962-Speed 139.71 samples/sec   Loss 1.4226   LearningRate 0.000025   Epoch: 0   Global Step: 1610   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:08,262-Speed 139.19 samples/sec   Loss 1.4545   LearningRate 0.000025   Epoch: 0   Global Step: 1620   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:10,554-Speed 139.65 samples/sec   Loss 1.4519   LearningRate 0.000025   Epoch: 0   Global Step: 1630   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:12,836-Speed 140.27 samples/sec   Loss 1.4581   LearningRate 0.000026   Epoch: 0   Global Step: 1640   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:15,112-Speed 140.64 samples/sec   Loss 1.4003   LearningRate 0.000026   Epoch: 0   Global Step: 1650   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:17,401-Speed 139.82 samples/sec   Loss 1.4686   LearningRate 0.000026   Epoch: 0   Global Step: 1660   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:19,704-Speed 138.96 samples/sec   Loss 1.4136   LearningRate 0.000026   Epoch: 0   Global Step: 1670   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:09:21,985-Speed 140.34 samples/sec   Loss 1.4024   LearningRate 0.000026   Epoch: 0   Global Step: 1680   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:24,279-Speed 139.51 samples/sec   Loss 1.4464   LearningRate 0.000026   Epoch: 0   Global Step: 1690   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:26,567-Speed 139.93 samples/sec   Loss 1.3895   LearningRate 0.000027   Epoch: 0   Global Step: 1700   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:28,868-Speed 139.08 samples/sec   Loss 1.4138   LearningRate 0.000027   Epoch: 0   Global Step: 1710   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:31,168-Speed 139.19 samples/sec   Loss 1.4203   LearningRate 0.000027   Epoch: 0   Global Step: 1720   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:33,464-Speed 139.41 samples/sec   Loss 1.3871   LearningRate 0.000027   Epoch: 0   Global Step: 1730   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:35,755-Speed 139.69 samples/sec   Loss 1.3735   LearningRate 0.000027   Epoch: 0   Global Step: 1740   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:38,057-Speed 139.03 samples/sec   Loss 1.3901   LearningRate 0.000027   Epoch: 0   Global Step: 1750   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:40,345-Speed 139.89 samples/sec   Loss 1.4053   LearningRate 0.000028   Epoch: 0   Global Step: 1760   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:42,637-Speed 139.68 samples/sec   Loss 1.4189   LearningRate 0.000028   Epoch: 0   Global Step: 1770   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:09:44,945-Speed 138.69 samples/sec   Loss 1.3926   LearningRate 0.000028   Epoch: 0   Global Step: 1780   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:09:47,244-Speed 139.21 samples/sec   Loss 1.4074   LearningRate 0.000028   Epoch: 0   Global Step: 1790   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:09:49,549-Speed 138.90 samples/sec   Loss 1.3977   LearningRate 0.000028   Epoch: 0   Global Step: 1800   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:09:51,842-Speed 139.58 samples/sec   Loss 1.4451   LearningRate 0.000028   Epoch: 0   Global Step: 1810   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:09:54,130-Speed 139.91 samples/sec   Loss 1.4471   LearningRate 0.000028   Epoch: 0   Global Step: 1820   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:09:56,421-Speed 139.70 samples/sec   Loss 1.4015   LearningRate 0.000029   Epoch: 0   Global Step: 1830   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:09:58,708-Speed 139.96 samples/sec   Loss 1.3963   LearningRate 0.000029   Epoch: 0   Global Step: 1840   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:10:00,976-Speed 141.09 samples/sec   Loss 1.3723   LearningRate 0.000029   Epoch: 0   Global Step: 1850   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:03,246-Speed 141.04 samples/sec   Loss 1.3857   LearningRate 0.000029   Epoch: 0   Global Step: 1860   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:05,528-Speed 140.25 samples/sec   Loss 1.4210   LearningRate 0.000029   Epoch: 0   Global Step: 1870   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:07,811-Speed 140.21 samples/sec   Loss 1.3935   LearningRate 0.000029   Epoch: 0   Global Step: 1880   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:10,110-Speed 139.23 samples/sec   Loss 1.3783   LearningRate 0.000030   Epoch: 0   Global Step: 1890   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:12,440-Speed 137.37 samples/sec   Loss 1.3960   LearningRate 0.000030   Epoch: 0   Global Step: 1900   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:14,749-Speed 138.63 samples/sec   Loss 1.3881   LearningRate 0.000030   Epoch: 0   Global Step: 1910   Fp16 Grad Scale: 16384   Required: 4 hours
Training: 2023-08-17 21:10:17,071-Speed 137.84 samples/sec   Loss 1.4060   LearningRate 0.000030   Epoch: 0   Global Step: 1920   Fp16 Grad Scale: 16384   Required: 4 hours
Training: 2023-08-17 21:10:19,393-Speed 137.84 samples/sec   Loss 1.4018   LearningRate 0.000030   Epoch: 0   Global Step: 1930   Fp16 Grad Scale: 16384   Required: 4 hours
Training: 2023-08-17 21:10:21,739-Speed 136.45 samples/sec   Loss 1.4322   LearningRate 0.000030   Epoch: 0   Global Step: 1940   Fp16 Grad Scale: 16384   Required: 4 hours
Training: 2023-08-17 21:10:24,065-Speed 137.60 samples/sec   Loss 1.4125   LearningRate 0.000030   Epoch: 0   Global Step: 1950   Fp16 Grad Scale: 16384   Required: 4 hours
Training: 2023-08-17 21:10:26,393-Speed 137.52 samples/sec   Loss 1.4043   LearningRate 0.000031   Epoch: 0   Global Step: 1960   Fp16 Grad Scale: 16384   Required: 4 hours
Training: 2023-08-17 21:10:28,724-Speed 137.32 samples/sec   Loss 1.4170   LearningRate 0.000031   Epoch: 0   Global Step: 1970   Fp16 Grad Scale: 16384   Required: 4 hours
Training: 2023-08-17 21:10:31,031-Speed 138.74 samples/sec   Loss 1.3848   LearningRate 0.000031   Epoch: 0   Global Step: 1980   Fp16 Grad Scale: 16384   Required: 4 hours
Training: 2023-08-17 21:10:33,349-Speed 138.08 samples/sec   Loss 1.3948   LearningRate 0.000031   Epoch: 0   Global Step: 1990   Fp16 Grad Scale: 16384   Required: 4 hours
Training: 2023-08-17 21:10:35,401-Val on RAF/AffectNet:
Training: 2023-08-17 21:10:35,508-Test: [0/48]	Time 0.107 (0.107)	Loss 0.6862 (0.6862)	Acc@1 84.375 (84.375)	Acc@5 98.438 (98.438)	Mem 5268MB
Training: 2023-08-17 21:10:36,535-Test: [10/48]	Time 0.104 (0.103)	Loss 0.6733 (0.7078)	Acc@1 87.500 (83.949)	Acc@5 100.000 (99.006)	Mem 5268MB
Training: 2023-08-17 21:10:37,569-Test: [20/48]	Time 0.105 (0.103)	Loss 0.5790 (0.7130)	Acc@1 93.750 (84.301)	Acc@5 100.000 (99.107)	Mem 5268MB
Training: 2023-08-17 21:10:38,613-Test: [30/48]	Time 0.105 (0.104)	Loss 0.7428 (0.7138)	Acc@1 84.375 (83.972)	Acc@5 95.312 (98.992)	Mem 5268MB
Training: 2023-08-17 21:10:39,669-Test: [40/48]	Time 0.108 (0.104)	Loss 0.6764 (0.7159)	Acc@1 81.250 (83.765)	Acc@5 100.000 (98.895)	Mem 5268MB
Training: 2023-08-17 21:10:40,421-[1999]Expression Loss: 0.71084
Training: 2023-08-17 21:10:40,421-[1999]Expression Acc@1: 83.96349
Training: 2023-08-17 21:10:40,421-[1999]Expression Acc@1-Highest: 83.96349
Training: 2023-08-17 21:10:40,421-[1999]Expression Acc@5: 98.82660
Training: 2023-08-17 21:10:40,421-[1999]Expression Acc@5-Highest: 98.98957
Training: 2023-08-17 21:10:40,422-[1999]10 Times Expression Acc@1: 82.65971
Training: 2023-08-17 21:10:40,422-[1999]10 Times Expression Acc@1-Highest: 82.65971
Training: 2023-08-17 21:10:40,656-Speed 43.80 samples/sec   Loss 1.3697   LearningRate 0.000031   Epoch: 0   Global Step: 2000   Fp16 Grad Scale: 16384   Required: 4 hours
Training: 2023-08-17 21:10:42,957-Speed 139.13 samples/sec   Loss 1.4071   LearningRate 0.000031   Epoch: 0   Global Step: 2010   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:45,251-Speed 139.50 samples/sec   Loss 1.3889   LearningRate 0.000031   Epoch: 0   Global Step: 2020   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:47,558-Speed 138.80 samples/sec   Loss 1.4191   LearningRate 0.000031   Epoch: 0   Global Step: 2030   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:49,856-Speed 139.27 samples/sec   Loss 1.3320   LearningRate 0.000031   Epoch: 0   Global Step: 2040   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:52,146-Speed 139.80 samples/sec   Loss 1.3728   LearningRate 0.000031   Epoch: 0   Global Step: 2050   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:54,428-Speed 140.24 samples/sec   Loss 1.4458   LearningRate 0.000031   Epoch: 0   Global Step: 2060   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:56,727-Speed 139.24 samples/sec   Loss 1.3880   LearningRate 0.000031   Epoch: 0   Global Step: 2070   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:10:59,019-Speed 139.65 samples/sec   Loss 1.4292   LearningRate 0.000031   Epoch: 0   Global Step: 2080   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:11:01,304-Speed 140.07 samples/sec   Loss 1.3956   LearningRate 0.000031   Epoch: 0   Global Step: 2090   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:11:03,606-Speed 139.05 samples/sec   Loss 1.4270   LearningRate 0.000031   Epoch: 0   Global Step: 2100   Fp16 Grad Scale: 32768   Required: 4 hours
Training: 2023-08-17 21:11:05,904-Speed 139.29 samples/sec   Loss 1.4455   LearningRate 0.000031   Epoch: 0   Global Step: 2110   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:08,205-Speed 139.14 samples/sec   Loss 1.4104   LearningRate 0.000031   Epoch: 0   Global Step: 2120   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:10,513-Speed 138.69 samples/sec   Loss 1.4179   LearningRate 0.000031   Epoch: 0   Global Step: 2130   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:12,830-Speed 138.12 samples/sec   Loss 1.4654   LearningRate 0.000031   Epoch: 0   Global Step: 2140   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:15,142-Speed 138.46 samples/sec   Loss 1.4302   LearningRate 0.000031   Epoch: 0   Global Step: 2150   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:17,461-Speed 138.02 samples/sec   Loss 1.3932   LearningRate 0.000031   Epoch: 0   Global Step: 2160   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:19,766-Speed 138.87 samples/sec   Loss 1.4087   LearningRate 0.000031   Epoch: 0   Global Step: 2170   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:22,052-Speed 140.06 samples/sec   Loss 1.4003   LearningRate 0.000031   Epoch: 0   Global Step: 2180   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:24,370-Speed 138.07 samples/sec   Loss 1.3925   LearningRate 0.000031   Epoch: 0   Global Step: 2190   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:26,673-Speed 138.97 samples/sec   Loss 1.4049   LearningRate 0.000031   Epoch: 0   Global Step: 2200   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:28,965-Speed 139.69 samples/sec   Loss 1.3737   LearningRate 0.000031   Epoch: 0   Global Step: 2210   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:31,260-Speed 139.43 samples/sec   Loss 1.3378   LearningRate 0.000031   Epoch: 0   Global Step: 2220   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:33,566-Speed 138.83 samples/sec   Loss 1.3819   LearningRate 0.000031   Epoch: 0   Global Step: 2230   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:35,869-Speed 138.97 samples/sec   Loss 1.3932   LearningRate 0.000031   Epoch: 0   Global Step: 2240   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-08-17 21:11:38,171-Speed 139.10 samples/sec   Loss 1.3829   LearningRate 0.000031   Epoch: 0   Global Step: 2250   Fp16 Grad Scale: 65536   Required: 4 hours
